REF_DATE,Institution,Rank,total_teaching_staff,teaching_staff_excluded,average_salary,median_salary,tenth_percentile_salaries,nintyth_percentile_salaries
2016/2017,Acadia University,All ranks combined (including deans),174,6,109775,110625,81825,132475
2016/2017,Acadia University,Assistant professor,24,-Inf,86350,83275,76900,100375
2016/2017,Acadia University,Associate professor,48,-Inf,104875,104300,93975,112725
2016/2017,Acadia University,Associate professor - With senior administrative duties,9,-Inf,110025,-Inf,-Inf,-Inf
2016/2017,Acadia University,Associate professor - Without senior administrative duties,42,-Inf,103900,104300,93750,112725
2016/2017,Acadia University,Females,57,-Inf,105500,106400,76275,129575
2016/2017,Acadia University,Full professor,84,9,120725,119050,109975,134700
2016/2017,Acadia University,Full professor - With senior administrative duties,12,6,127025,126850,112100,144375
2016/2017,Acadia University,Full professor - Without senior administrative duties,75,3,119700,119050,108500,133800
2016/2017,Acadia University,Males,117,-Inf,111800,112725,89550,133800
2016/2017,Acadia University,Other (not elsewhere classified),-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
2016/2017,Acadia University,Rank or level below assistant professor,6,-Inf,75575,-Inf,-Inf,-Inf
2016/2017,Athabasca University,All ranks combined (including deans),177,-Inf,121175,114750,83350,168650
2016/2017,Athabasca University,Assistant professor,27,-Inf,89750,87075,75000,111300
2016/2017,Athabasca University,Associate professor,72,-Inf,122475,119400,100825,148800
2016/2017,Athabasca University,Associate professor - With senior administrative duties,15,-Inf,129650,127275,102750,162050
2016/2017,Athabasca University,Associate professor - Without senior administrative duties,57,-Inf,120700,119400,99675,143325
2016/2017,Athabasca University,Females,84,-Inf,120325,114000,81850,167850
2016/2017,Athabasca University,Full professor,24,3,147050,144950,116875,177375
2016/2017,Athabasca University,Full professor - With senior administrative duties,9,3,147575,154925,110675,177525
2016/2017,Athabasca University,Full professor - Without senior administrative duties,15,-Inf,146625,140975,118675,183025
2016/2017,Athabasca University,Males,93,-Inf,121900,116000,83275,169175
2016/2017,Athabasca University,Other (not elsewhere classified),30,-Inf,100350,101700,78900,116300
2016/2017,Athabasca University,Rank or level below assistant professor,18,-Inf,144850,159325,78025,182775
2016/2017,Brandon University,All ranks combined (including deans),180,-Inf,109800,102600,79725,151225
2016/2017,Brandon University,Assistant professor,72,-Inf,90600,91150,79725,102600
2016/2017,Brandon University,Associate professor,48,-Inf,116275,117750,101125,133300
2016/2017,Brandon University,Associate professor - With senior administrative duties,15,-Inf,115825,118775,98475,133300
2016/2017,Brandon University,Associate professor - Without senior administrative duties,33,-Inf,116475,113475,105525,132775
2016/2017,Brandon University,Females,99,-Inf,100300,98200,74125,133300
2016/2017,Brandon University,Full professor,42,3,141500,147200,120425,161400
2016/2017,Brandon University,Full professor - With senior administrative duties,9,3,137150,-Inf,-Inf,-Inf
2016/2017,Brandon University,Full professor - Without senior administrative duties,33,-Inf,142550,147200,120900,161400
2016/2017,Brandon University,Males,84,-Inf,120925,121600,84300,158225
2016/2017,Brandon University,Rank or level below assistant professor,15,-Inf,73475,72475,66925,86350
2016/2017,Brock University,All ranks combined (including deans),582,-Inf,145575,142825,102400,188425
2016/2017,Brock University,Assistant professor,90,-Inf,106800,103075,84850,138325
2016/2017,Brock University,Associate professor,288,-Inf,144025,137575,120575,181100
2016/2017,Brock University,Associate professor - With senior administrative duties,30,-Inf,139725,134275,123325,169100
2016/2017,Brock University,Associate professor - Without senior administrative duties,258,-Inf,144525,138000,119975,181200
2016/2017,Brock University,Females,264,-Inf,139650,137300,102275,177675
2016/2017,Brock University,Full professor,171,6,171950,171000,145325,197925
2016/2017,Brock University,Full professor - With senior administrative duties,27,6,170175,169250,145975,197050
2016/2017,Brock University,Full professor - Without senior administrative duties,141,-Inf,172300,171725,144750,199250
2016/2017,Brock University,Males,315,-Inf,150500,146400,102175,195325
2016/2017,Brock University,Rank or level below assistant professor,21,-Inf,104525,101875,79575,128300
2016/2017,Cape Breton University,All ranks combined (including deans),150,-Inf,103550,97775,81925,130050
2016/2017,Cape Breton University,Assistant professor,36,-Inf,90975,92325,81925,102950
2016/2017,Cape Breton University,Associate professor,66,-Inf,105400,105175,91850,117525
2016/2017,Cape Breton University,Associate professor - With senior administrative duties,9,-Inf,112975,-Inf,-Inf,-Inf
2016/2017,Cape Breton University,Associate professor - Without senior administrative duties,54,-Inf,104175,103950,90375,117525
2016/2017,Cape Breton University,Females,69,-Inf,101100,95300,81925,127225
2016/2017,Cape Breton University,Full professor,18,-Inf,130125,130050,113950,146125
2016/2017,Cape Breton University,Full professor - With senior administrative duties,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
2016/2017,Cape Breton University,Full professor - Without senior administrative duties,18,-Inf,130175,130050,113950,146125
2016/2017,Cape Breton University,Males,78,-Inf,105650,103950,82275,135125
2016/2017,Cape Breton University,Other (not elsewhere classified),-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
2016/2017,Cape Breton University,Rank or level below assistant professor,24,-Inf,86250,85450,72850,92725
2016/2017,Capilano University,All ranks combined (including deans),144,6,89325,89675,89675,89675
2016/2017,Capilano University,Females,78,-Inf,89450,89675,89675,89675
2016/2017,Capilano University,Males,66,6,89175,89675,89675,89675
2016/2017,Capilano University,Rank or level below assistant professor,144,6,89325,89675,89675,89675
2016/2017,Carleton University,All ranks combined (including deans),882,3,134125,133700,99975,170150
2016/2017,Carleton University,Assistant professor,159,-Inf,107125,106050,85525,128075
2016/2017,Carleton University,Associate professor,384,6,135300,134175,110225,163050
2016/2017,Carleton University,Associate professor - With senior administrative duties,24,-Inf,145575,144000,120600,171850
2016/2017,Carleton University,Associate professor - Without senior administrative duties,360,-Inf,134575,133575,109825,162075
2016/2017,Carleton University,Females,321,-Inf,125250,122550,95200,158325
2016/2017,Carleton University,Full professor,240,6,157775,159675,136450,171475
2016/2017,Carleton University,Full professor - With senior administrative duties,33,6,162675,161625,147550,178525
2016/2017,Carleton University,Full professor - Without senior administrative duties,207,-Inf,156950,159400,135925,171475
2016/2017,Carleton University,Males,561,-Inf,139250,141000,103700,171475
2016/2017,Carleton University,Rank or level below assistant professor,90,-Inf,108475,107875,84575,136275
2016/2017,Concordia University,All ranks combined (including deans),960,-Inf,109925,108450,69650,152825
2016/2017,Concordia University,Assistant professor,177,-Inf,77125,81750,61550,90575
2016/2017,Concordia University,Associate professor,351,-Inf,106125,104050,93000,128325
2016/2017,Concordia University,Associate professor - With senior administrative duties,33,-Inf,120825,117800,106600,138725
2016/2017,Concordia University,Associate professor - Without senior administrative duties,318,-Inf,104575,101825,90800,123925
2016/2017,Concordia University,Females,354,-Inf,103000,104050,63375,133525
2016/2017,Concordia University,Full professor,357,6,134600,132950,110875,155025
2016/2017,Concordia University,Full professor - With senior administrative duties,48,6,147950,145750,126325,166200
2016/2017,Concordia University,Full professor - Without senior administrative duties,309,-Inf,132500,130750,110675,152825
2016/2017,Concordia University,Males,606,-Inf,113950,110875,79550,152825
2016/2017,Concordia University,Other (not elsewhere classified),-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
2016/2017,Concordia University,Rank or level below assistant professor,66,-Inf,77975,71850,59375,115125
2016/2017,Dalhousie University - Excluding medical and dental,All ranks combined (including deans),678,15,135650,132925,99100,178800
2016/2017,Dalhousie University - Excluding medical and dental,Assistant professor,150,3,105975,108625,82075,122800
2016/2017,Dalhousie University - Excluding medical and dental,Associate professor,222,6,127900,126800,103950,154850
2016/2017,Dalhousie University - Excluding medical and dental,Associate professor - With senior administrative duties,30,-Inf,136650,140525,111200,173025
2016/2017,Dalhousie University - Excluding medical and dental,Associate professor - Without senior administrative duties,192,6,126575,124300,103550,153600
2016/2017,Dalhousie University - Excluding medical and dental,Females,270,12,128600,125525,97950,160000
2016/2017,Dalhousie University - Excluding medical and dental,Full professor,276,12,157900,154475,128950,192125
2016/2017,Dalhousie University - Excluding medical and dental,Full professor - With senior administrative duties,54,12,161800,160975,133350,202575
2016/2017,Dalhousie University - Excluding medical and dental,Full professor - Without senior administrative duties,222,-Inf,156950,153900,128250,189575
2016/2017,Dalhousie University - Excluding medical and dental,Males,411,6,140300,138600,99650,185650
2016/2017,Dalhousie University - Excluding medical and dental,Rank or level below assistant professor,15,-Inf,96550,105200,57450,115050
2016/2017,Dalhousie University - Including medical and dental,All ranks combined (including deans),981,15,130775,130350,79750,177850
2016/2017,Dalhousie University - Including medical and dental,Assistant professor,225,3,103325,103325,70000,132000
2016/2017,Dalhousie University - Including medical and dental,Associate professor,306,9,122175,123325,82850,153825
2016/2017,Dalhousie University - Including medical and dental,Associate professor - With senior administrative duties,33,-Inf,138350,140525,110925,180900
2016/2017,Dalhousie University - Including medical and dental,Associate professor - Without senior administrative duties,273,9,120200,121875,80300,151050
2016/2017,Dalhousie University - Including medical and dental,Females,390,12,123875,122250,75000,161550
2016/2017,Dalhousie University - Including medical and dental,Full professor,420,15,150625,151825,100800,194000
2016/2017,Dalhousie University - Including medical and dental,Full professor - With senior administrative duties,72,12,166300,166975,133575,207000
